Recept neve,Egyéb információk,Kalória (kcal/adag),Adagok,Főkategória,Másodlagos kategória,Előkészítés ideje,Sütés ideje,Recept teljes ideje,Sütés hőfoka,Hozzávalók,Fehérje,Zsír,Szénhidrátok,Cukor,Élelmi rost,Víz,Telített zsírsav,Egyszeresen telítetlen zsírsav,Többszörösen telítetlen zsírsav,Koleszterin,Cink,Szelén,Kálcium,Vas,Magnézium,Foszfor,Nátrium,Réz,Mangán,A vitamin,B6 vitamin,B12 Vitamin,E vitamin,C vitamin,D vitamin,K vitamin,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Niacin - B3 vitamin,Pantoténsav - B5 vitamin,Folsav - B9-vitamin,Kolin,Retinol,α-karotin,β-karotin,β-crypt,Likopin,Lut-zea,Fogás,Konyha,Nehézség,Elkészítési idő,Szakács elkészítette,Speciális étrendek,Vegetáriánus,Alkalom,Főzés ideje,Költség egy főre,Konyhatechnológia,Babakonyha,Maradékból,Mikor
Csavaros lasagne,"laktózt tartalmaz, glutént tartalmaz, tejet tartalmaz, cukormentes, tojásmentes",1188,3.0,saláta,csirkesaláta,35.0,25.0,60.0,180.0,"[{'Hozzávaló': 'vöröshagyma', 'Mennyiség': '1 kis fej', 'Proportion_100g': 2.0}, {'Hozzávaló': 'sárgarépa', 'Mennyiség': '1 db', 'Proportion_100g': 1}, {'Hozzávaló': 'zeller', 'Mennyiség': '0.5 közepes db', 'Proportion_100g': 1}, {'Hozzávaló': 'pulykamellsonka', 'Mennyiség': '5 dkg', 'Proportion_100g': 0.5}, {'Hozzávaló': 'olívaolaj', 'Mennyiség': '3 ek', 'Proportion_100g': 0.3}, {'Hozzávaló': 'csirke', 'Mennyiség': '40 dkg', 'Proportion_100g': 4.0}, {'Hozzávaló': 'rozmaring', 'Mennyiség': '1 késhegynyi', 'Proportion_100g': 0.02}, {'Hozzávaló': 'fehérbor', 'Mennyiség': '0.5 dl', 'Proportion_100g': 0.5}, {'Hozzávaló': 'só', 'Mennyiség': 'ízlés szerint', 'Proportion_100g': None}, {'Hozzávaló': 'bors', 'Mennyiség': 'ízlés szerint', 'Proportion_100g': None}, {'Hozzávaló': 'tej', 'Mennyiség': '2 dl', 'Proportion_100g': 2.0}, {'Hozzávaló': 'vaj', 'Mennyiség': '3 dkg', 'Proportion_100g': 0.3}, {'Hozzávaló': 'lasagne tészta', 'Mennyiség': '25 dkg', 'Proportion_100g': 2.5}, {'Hozzávaló': 'mascarpone', 'Mennyiség': '20 dkg', 'Proportion_100g': 2.0}, {'Hozzávaló': 'sajt', 'Mennyiség': '5 dkg', 'Proportion_100g': 0.5}, {'Hozzávaló': 'zsemlemorzsa', 'Mennyiség': '3 ek', 'Proportion_100g': 0.3}, {'Hozzávaló': 'vaj', 'Mennyiség': '3 dkg', 'Proportion_100g': 0.3}]",43.7,73.9,79.9,0.008,0.005,161.3,21.0,18.0,5.0,0.132,0.003,0.071,0.264,0.005,0.084,0.431,0.321,0.0,0.001,0.000224,0.001,1e-06,0.002,0.007,1.3e-05,2.7e-05,0.001,0.001,0.013,0.0,0.000228,0.082,,0.000825,0.002003,0.0,0.0,7.7e-05,főétel,olasz,könnyű,gyors,ritkán készített,"cukormentes, tojásmentes",,,,,,,,
