Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Fehérje,Zsír,Szénhidrát,Víz,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,Telített zsírsav,Többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,Rost,Cukor,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,Egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
csokoládés gabonagolyó,gabonaipari termékek,"pehely, korpa, csíra",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zselécukor,édesítők,"cukorka, csokoládé",0.0,0.0,98.9,1.0,0.001,0.001,0.044,0.003,0.005,,1e-05,,,,0.0004,,1.2e-05,1e-05,0.8,0.1,58.97,6e-06,1.3e-05,1.2e-05,,,,,,,,,,,,,,,
pak-choi,zöldségek,káposztafélék,1.5,0.138,2.18,95.32,0.037,0.019,0.065,0.105,0.194,0.0064,0.0005,0.045,0.027,0.096,0.0008,0.00019,2.1000000000000002e-05,0.00015900000000000002,0.5,1.0,1.18,4e-05,7.000000000000001e-05,8.8e-05,66.0,8.999999999999999e-05,,,0.015,2681.0,40.0,45.5,223.0,,1.0,,,,
sózott retek,egyéb alapanyagok,egyéb,0.67,0.221,3.43,95.04,0.024,0.009,0.013,0.017,0.038,0.0068,0.00015,0.015099999999999999,0.073,0.108,0.00015,0.00013000000000000002,0.000101,3.3e-05,0.7,1.6,1.83,,2.3e-05,0.000114,17.0,,,,0.04,,,0.3,,,,,,,
szárított rák,tenger gyümölcsei,tenger gyümölcsei,76.0,1140000.0,0.0,0.0,,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,,
élesztőpehely,ízesítők,adalékanyag,40.44,5.327,41.22,5.08,0.637,0.054,0.051,0.03,1.5,0.032,0.0402,0.0003,1.001,0.017,0.00217,0.007940000000000001,0.00043599999999999997,0.000312,7.9,26.9,,0.01099,0.004,0.0135,2340.0,,,0.07,4.309,,,0.4,,,,,,,
rákpaszta,tenger gyümölcsei,tenger gyümölcsei,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kókusz aroma,ízesítők,aroma,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soba tészta,tészták,különleges tészta,14.38,0.541,74.62,6.88,0.254,0.095,0.792,0.035,0.24,,0.00321,,0.136,0.22,0.0027,0.00171,0.00023,0.0012909999999999998,,,,0.00047999999999999996,0.00013000000000000002,0.000954,60.0,,,,0.185,,,,,,,,,,
konjac liszt,gabonaipari termékek,különleges liszt,0.0,0.0,3.0,0.0,,,0.01,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,
reteklevél,zöldségek,levélzöldség,2.7,0.49,9.2,85.6,0.066,0.036,0.076,0.187,0.251,0.0353,0.0008060000000000001,0.035,0.17,0.306,0.0031,0.00041,0.000171,0.000342,0.5,3.5,0.71,0.00019,0.00026000000000000003,8.400000000000001e-05,27.0,0.00344,,,0.014,5854.0,13610.0,778.4,508.0,,363.0,121.0,,,
rama,zsiradékok,növényi eredetű zsiradék,0.16,78.368,0.7,16.52,0.005,0.003,0.002,0.003,0.009,0.0124,2.3e-05,0.0002,15.189,24.302,5.9999999999999995e-05,,,,,,,1e-05,3.7e-05,,1.0,0.009,,0.1,38.877,610.0,,93.0,819.0,,,,,768.0,
mandulavaj,édesítők,"cukorka, csokoládé",20.96,50.21,18.82,1.64,0.508,0.279,0.007,0.347,0.103,0.0521,0.003155,,4.152,13.613,0.00349,0.00329,0.000934,0.0021309999999999996,2.4,10.3,4.43,4.1e-05,0.000939,0.00031800000000000003,53.0,0.024210000000000002,,,32.445,1.0,1.0,,,,,,,,
orgonavirág,"gyógynövények, virágok",kerti virág,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tonkabab,ízesítők,szárított fűszer,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zselésítő befőzőszer,ízesítők,adalékanyag,0.0,0.0,64.0,0.0,,,0.9,,,,,,,,,,,,,19.0,64.0,,,,,,,,,,,,,,,,,,
vanillincukor,édesítők,cukrok,0.0,0.0,99.98,0.02,,,0.001,0.001,,,,,,,5e-05,1e-05,7e-06,4e-06,0.6,,99.8,,1.9e-05,,,,,,,,,,,,,,,,
sült szöcske,"húsok, belsőségek",egyéb hús,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szárított hibiszkusz,"gyógynövények, virágok",gyógynövény,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomatillo (mexikói földicseresznye),zöldségek,egyéb zöldség,0.96,0.711,5.84,91.63,0.039,0.02,0.001,0.007,0.056,0.0076,0.00185,0.011699999999999999,0.139,0.417,0.00062,0.00022,7.9e-05,0.000153,0.5,1.9,3.93,4.4e-05,3.5000000000000004e-05,0.00015,7.0,0.00038,,,0.155,63.0,467.0,10.1,6.0,,10.0,,,,
tostada lap,gabonaipari termékek,kenyérfélék,6.15,22.513,64.43,3.32,0.203,0.076,0.657,0.076,0.363,,0.001553,,7.011,8.285,0.0015300000000000001,0.00123,0.000148,0.000363,2.2,5.8,,0.00035299999999999996,9.4e-05,0.000191,,,,,7.217,,,,,,,,,,
brie sajt,tejtermékek,sajtok,20.75,100026.249,0.45,48.42,0.188,0.02,0.629,0.184,0.235,0.0154,0.00038,,17.41,0.826,0.0005,0.0023799999999999997,1.9e-05,3.4e-05,14.5,,0.45,7.000000000000001e-05,0.0005200000000000001,0.00069,65.0,0.00023999999999999998,20.0,1.65,8.013,9.0,,2.3,174.0,,,,100.0,173.0,
füstölt libamell,"húsok, belsőségek",liba,25.16,91019.64,0.0,51.95,0.27,0.022,0.07,0.013,0.37,0.0665,0.004168,,6.87,2.52,0.00283,0.00262,0.000264,2.3e-05,21.8,,,7.7e-05,0.000323,0.0015300000000000001,2.0,0.00174,3.0,0.41,10.25,,,5.1,21.0,,,,91.0,21.0,
vízispenót,zöldségek,levélzöldség,2.6,0.0,3.13,92.47,0.039,0.071,0.113,0.077,0.096,,0.0009,0.055,,,0.0016699999999999998,0.00017999999999999998,2.3e-05,0.00016,0.9,2.1,,2.9999999999999997e-05,0.0001,0.00014099999999999998,57.0,,,,,,,,315.0,,,,,,
pandanlevél,zöldségek,levélzöldség,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyílgyökér liszt,egyéb alapanyagok,egyéb,0.3,0.066,88.15,11.37,0.005,0.003,0.002,0.04,0.005,,,,0.019,0.045,0.00033,7.000000000000001e-05,4e-05,0.00047,,3.4,,1e-06,,0.00013000000000000002,7.0,,,,0.002,,,,,,,,,,
zöldborsó-kukorica zöldségkeverék,zöldségek,zöldségkonzervek,4.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,
konzerv bab,zöldségek,zöldségkonzervek,7.26,0.222,21.2,70.1,0.091,0.051,0.34,0.073,0.075,,0.00011300000000000001,,0.074,0.123,0.00299,0.0011200000000000001,0.000232,0.000515,1.6,4.8,0.29,9.6e-05,3.7e-05,0.000185,65.0,0.00079,,,0.025,,,2.9,,,,,,,
zöldbab-vajbab keverék,zöldségek,zöldségkonzervek,1.0,0.0,4.0,0.0,,,0.65,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,35.0
szárított jázmin,ízesítők,szárított fűszer,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teafű,egyéb alapanyagok,egyéb,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zaatar,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
édesgyökér,ízesítők,szárított fűszer,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goji bogyó,egyéb gyümölcsök,aszalt gyümölcs,14.26,0.0,77.06,7.5,,,0.298,0.19,,,,0.0484,,,0.0068,,,,,13.0,45.61,,,,,,,,,,,,,,,,,,
vajbab,zöldségek,hüvelyesek,1.82,0.09,7.13,90.27,0.038,0.025,0.006,0.037,0.074,0.015300000000000001,0.000752,0.016300000000000002,0.026,0.059,0.0010400000000000001,0.00023999999999999998,6.900000000000001e-05,0.000214,0.6,3.4,3.27,8.400000000000001e-05,0.00010499999999999999,9.4e-05,37.0,0.00041,,,0.005,,,43.2,,,,,,,
fürj,"húsok, belsőségek",vad,19.63,76010.54,0.0,69.65,0.275,0.023,0.053,0.013,0.6,,0.007538,0.0060999999999999995,3.38,2.98,0.0039700000000000004,0.00242,0.000507,1.9e-05,16.6,,,0.000244,0.00026000000000000003,0.000772,8.0,,,0.43,4.18,,,,73.0,,,,76.0,73.0,
szumák,ízesítők,szárított fűszer,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instant pótkávé,italok,kávé,4.0,0.0,75.0,0.0,,,0.09,,,,,,,,,,,,,15.0,29.0,,,,,,,,,,,,,,,,,,
szentjánoskenyérmag liszt,gabonaipari termékek,különleges liszt,4.62,0.503,88.88,3.58,0.079,0.054,0.035,0.348,0.366,0.0119,0.001897,0.0002,0.09,0.216,0.00294,0.00092,0.000571,0.000508,5.3,39.8,49.08,5.3e-05,0.00046100000000000004,4.7e-05,29.0,0.00063,,,0.197,8.0,,,1.0,,,,,,
pektin,egyéb alapanyagok,egyéb,0.3,0.15,90.4,8.7,0.002,0.001,0.2,0.007,0.01,,5e-06,,0.05,0.09,0.00271,0.00047,0.00041999999999999996,7.000000000000001e-05,,8.6,,8e-06,5.9999999999999995e-05,0.00011,1.0,,,,0.01,,,,,,,,,,
ottoman,ízesítők,fűszerkeverék,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
főzőbanán,gyümölcsök,déli gyümölcs,1.3,0.0,31.89,65.2,0.032,0.036,0.004,0.003,0.242,0.0135,0.0006720000000000001,0.0184,,,0.00055,0.00019,7.4e-05,0.00014399999999999998,1.5,1.7,17.51,6.2e-05,7.6e-05,0.0003,22.0,,,,,457.0,30.0,28.8,56.0,,438.0,,,,
lótuszgyökér,zöldségek,egyéb zöldség,2.6,0.07,17.23,79.1,0.1,0.023,0.04,0.045,0.258,,0.0004,0.044,0.03,0.02,0.00116,0.00039,0.000257,0.000261,0.7,4.9,,0.00016,0.00022,0.000377,13.0,,,,0.02,,,,,,,,,,
csicseriborsó (konzerv),zöldségek,zöldségkonzervek,7.05,1.669,22.53,66.72,0.085,0.026,0.246,0.045,0.116,,0.00014000000000000001,0.0001,0.214,0.967,0.00107,0.00063,0.000253,0.000846,3.1,6.4,4.01,2.7e-05,1.4999999999999999e-05,,48.0,0.00029,,,0.488,14.0,,3.4,1.0,,,,,,
búzafű,egyéb alapanyagok,egyéb,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baobab por,magvak,egyéb magvak,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gyümölcsös dresszing,ízesítők,ecetfélék,0.0,0.0,0.93,93.81,0.008,0.005,0.005,0.007,,,,,,,0.0002,4e-05,8e-06,0.000249,0.1,,0.4,,,,,,,,,,,,,,,,,,
bagel,gabonaipari termékek,"kifli, zsemle",10.2,1.226,48.89,37.55,0.142,0.051,0.439,0.02,0.147,0.009800000000000001,0.00337,,,0.936,0.00276,0.0011,0.000175,0.0014299999999999998,28.7,4.1,6.12,0.00040300000000000004,0.00020899999999999998,0.000375,76.0,0.00032,,,0.29,2.0,88.0,1.5,,,,,,,46.0
hummusz,zöldségek,egyéb zöldségkészítmény,7.78,16.714,15.0,57.4,0.181,0.075,0.426,0.047,0.146,,0.001024,,2.562,8.812,0.00254,0.0014399999999999999,0.000377,0.001155,4.7,5.5,0.62,0.00016,0.000127,0.00034599999999999995,48.0,0.0015400000000000001,,,5.34,12.0,258.0,22.8,1.0,,,3.0,,,
tokaj dressing,ízesítők,ecetfélék,0.0,0.0,31.0,0.0,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,
tokaj vinaigrette,ízesítők,ecetfélék,0.0,4.0,22.0,0.0,,,0.63,,,,,,4.0,,,,,,,1.0,22.0,,,,,,,,,,,,,,,,,,
sárkánygyümölcs,gyümölcsök,egzotikus gyümölcs,0.7,0.106,11.54,87.14,0.012,0.01,,0.043,0.051,0.008400000000000001,0.0004,0.045,0.025,0.042,8.999999999999999e-05,8e-05,3.9e-05,2.4e-05,0.5,2.4,9.14,0.0001,4e-05,0.00025,17.0,0.00017999999999999998,,,0.039,71.0,129.0,,11.0,,11.0,116.0,,,
tejmentes margarin,zsiradékok,növényi eredetű zsiradék,0.16,78.368,0.7,16.52,0.005,0.003,0.002,0.003,0.009,0.0124,2.3e-05,0.0002,15.189,24.302,5.9999999999999995e-05,,,,,,,1e-05,3.7e-05,,1.0,0.009,,0.1,38.877,610.0,,93.0,819.0,,,,,768.0,
marmite,egyéb alapanyagok,egyéb,23.88,0.0,20.42,40.9,0.104,0.18,3.38,0.067,,0.06509999999999999,0.1275,,,,0.00404,0.00419,0.000245,0.000261,27.6,6.5,1.6,0.023375,0.0175,0.0046,3786.0,,,0.5,,,,,,,,,,,2993.0
szarvasgomba paté,ízesítők,fűszerkrém,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szarvasgombás olaj,zsiradékok,növényi eredetű zsiradék,0.0,97.292,0.0,0.0,,,0.002,0.001,,0.0003,,,13.808,10.523,0.0005600000000000001,,,,,,,,,,,0.01435,,,72.961,,,60.2,,,,,,,
zöldbanán liszt,egyéb alapanyagok,egyéb,3.0,0.0,68.0,0.0,,0.123,2.5,,,,,,,,0.003,,,,,8.0,,,,,,,,,,,,,,,,,,,
macskagyökér,egyéb alapanyagok,egyéb,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bejgli,egyéb alapanyagok,egyéb,7.0,44005.0,36.0,0.0,0.162,0.056,0.042,0.196,,,,,5.0,,0.001,,,,,3.0,18.0,,,,,,,,,,,,,,,,44.0,,
kenguruhús,"húsok, belsőségek",egyéb hús,21.59,61004.812,0.0,72.19,0.211,0.024,0.062,0.005,0.721,0.0874,0.00638,,2.0,0.309,0.0025299999999999997,0.00394,0.000134,1.9e-05,32.3,,,7.3e-05,0.000204,0.00069,6.0,8e-05,,4.34,2.503,,,,,,,,61.0,,
kakaóbab,magvak,egyéb magvak,19.6,13.08,57.9,3.0,0.734,0.499,0.021,0.128,0.118,0.012,0.002185,,8.07,0.44,0.013859999999999999,0.006809999999999999,0.0037879999999999997,0.003837,14.3,37.0,1.75,7.8e-05,0.000241,0.000254,32.0,0.0001,,,4.57,,38.0,2.5,,,,,,,
báránycsülök,"húsok, belsőségek",bárány,18.91,72012.38,0.0,67.01,0.17,0.022,0.072,0.011,0.15,,0.00547,,5.83,1.06,0.0016699999999999998,0.00522,0.000101,2.1000000000000002e-05,19.9,,,0.0001,0.00019,0.00069,19.0,,,2.34,5.49,,,,,,,,72.0,,
laktózmentes sajt,tejtermékek,sajtok,23.78,123026.758,0.57,45.45,0.36,0.024,0.534,0.65,0.053,0.0154,5.9999999999999995e-05,,16.691,0.729,0.00043,0.0026,2.2e-05,1.1e-05,14.5,,0.57,1.4e-05,0.00023999999999999998,0.00020999999999999998,18.0,0.00023999999999999998,21.0,1.5,9.338,29.0,,2.4,315.0,,,,123.0,313.0,
datolyacukor,édesítők,cukrok,0.12,0.0,98.09,1.34,0.004,0.009,0.028,0.083,0.041,0.0023,0.00011,,,,0.0007099999999999999,2.9999999999999997e-05,4.7e-05,6.4e-05,1.2,,97.02,,,0.000132,1.0,,,,,,,,,,,,,,
quinoa liszt,gabonaipari termékek,különleges liszt,14.12,5.611,64.16,13.28,0.457,0.197,0.005,0.047,0.487,0.0702,0.00152,,0.706,3.292,0.00457,0.0031,0.0005899999999999999,0.002033,8.5,7.0,,0.00035999999999999997,0.00031800000000000003,0.000772,184.0,0.00244,,,1.613,8.0,163.0,,1.0,,,1.0,,,
friss tészta,gabonaipari termékek,tésztaalap,9.8,9001.068,57.9,28.8,0.081,0.02,0.572,0.047,0.03,,0.005424,,0.263,0.61,0.0033599999999999997,0.0007099999999999999,0.000147,0.000638,28.2,1.8,,0.000519,0.000378,2.5e-05,86.0,,,0.02,0.195,,,,4.0,,,,9.0,4.0,69.0
kecsege,halak,édesvizi hal,16.14,60003.544,0.0,76.55,0.211,0.035,0.054,0.013,0.2,0.056,0.0083,,0.915,0.69,0.0007,0.00041999999999999996,4.1e-05,2.5e-05,12.6,,,7.000000000000001e-05,7.000000000000001e-05,0.00075,15.0,0.0005,412.0,2.2,1.939,,,0.1,210.0,,,,60.0,210.0,
tintahal tinta,tenger gyümölcsei,tenger gyümölcsei,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefirgomba,egyéb alapanyagok,egyéb,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kölesliszt,gabonaipari termékek,különleges liszt,10.75,4.078,75.12,8.67,0.285,0.119,0.004,0.014,0.372,,0.006019999999999999,,0.536,2.618,0.00394,0.00263,0.000535,0.001002,32.7,3.5,1.66,0.00041299999999999996,7.3e-05,0.001267,42.0,0.00011,,,0.924,,,0.8,,,,,,,
barnarizsliszt,gabonaipari termékek,különleges liszt,7.23,2.561,76.48,11.97,0.337,0.112,0.008,0.011,0.736,,0.00634,,0.557,0.996,0.00198,0.0024500000000000004,0.00023,0.004013,,4.6,0.66,0.000443,8e-05,0.001591,16.0,0.0006,,,1.008,,,,,,,,,,
kristálygomba,egyéb alapanyagok,egyéb,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szárított almakarika,egyéb gyümölcsök,aszalt gyümölcs,0.93,0.158,65.89,31.76,0.038,0.016,0.087,0.014,0.125,0.0176,0.0009270000000000001,0.0039,0.052,0.093,0.0014,0.0002,0.000191,8.999999999999999e-05,1.3,8.7,57.19,,0.00015900000000000002,0.000245,,0.00053,,,0.013,,18.0,3.0,,,,,,,
konyakmeggy,édesítők,"cukorka, csokoládé",7.65,23027.071,59.4,1.5,0.208,0.063,0.079,0.189,0.036,0.0461,0.000386,,18.509,1.376,0.00235,0.0023,0.000491,0.00047099999999999996,4.5,3.4,51.5,0.000112,0.000298,0.000472,12.0,0.00051,,0.75,7.186,,6.0,5.7,59.0,,,,23.0,59.0,
daramix (szénhidrátcsökkentett),egyéb alapanyagok,egyéb,2.0,0.0,43.0,0.0,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,
fánk,gabonaipari termékek,egyéb,5.31,10023.564,47.06,20.82,0.26,0.017,0.477,0.04,0.05,0.0373,0.0029100000000000003,,11.105,3.915,0.0025299999999999997,0.0005,8.999999999999999e-05,0.000333,10.1,1.7,18.15,0.00039,0.000301,0.000377,92.0,0.00199,,0.06,8.544,1.0,19.0,9.8,4.0,,,,10.0,3.0,76.0
kakaós pudingpor (szénhidrátcsökkentett),édesítők,"puding, pudingpor",16.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,
szárított fűszerpaprika,ízesítők,szárított fűszer,14.14,11.601,53.99,11.24,0.314,0.178,0.068,0.229,2.141,0.0515,0.010060000000000001,0.0009,2.14,7.766,0.02114,0.00433,0.000713,0.00159,6.3,34.9,10.34,0.00033,0.00123,0.0025099999999999996,49.0,0.0291,,,1.695,26162.0,18944.0,80.3,2463.0,,595.0,6186.0,,,
chilis kukorica konzerv,zöldségek,zöldségkonzervek,2.0,0.0,13.0,0.0,,,0.27,,,,,,,,,,,,,3.0,7.0,,,,,,,,,,,,,,,,,,
india szószos bab,zöldségek,zöldségkonzervek,4.0,0.0,14.0,0.0,,,0.65,,,,,,,,,,,,,4.0,6.0,,,,,,,,,,,,,,,,,,
mexicana szószos bab,zöldségek,zöldségkonzervek,4.0,0.0,14.0,0.0,,,1.1,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,
sombrero mix,zöldségek,zöldségkonzervek,3.0,0.0,18.0,0.0,,,0.65,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,
agávé szirup,édesítők,szirup,0.09,0.0,76.37,22.94,0.001,0.001,0.004,0.001,0.234,0.013300000000000001,0.0006889999999999999,0.017,,,8.999999999999999e-05,1e-05,8.999999999999999e-06,5e-06,1.7,0.2,68.03,0.000122,0.000165,,30.0,0.00098,,,,94.0,,22.5,8.0,,,,,,
rost sütőmix,egyéb alapanyagok,egyéb,1.0,0.0,0.0,0.0,,,0.05,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,
szejtán,egyéb alapanyagok,egyéb,75.0,0.0,14.0,0.0,,,0.029,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
laktózmentes tej,tejtermékek,tejek,3.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kókusznektár szirup,édesítők,szirup,0.0,0.0,67.0,0.0,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
rozsos kétszersült,gabonaipari termékek,kenyérfélék,10.0,0.0,60.0,0.0,,,1.4,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
tésztakosárkák,gabonaipari termékek,tésztaalap,9.0,15.0,49.0,0.0,,,3.3,,,,,,15.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
barna mártás por,ízesítők,"alapporok, mártásalapok, leveskockák",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sült hagyma,zöldségek,hagymaféle,6.0,23.0,38.0,0.0,,,1.5,,,,,,23.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,
marinált hering (mustáros),halak,halkészítmények,7.0,38015.0,17.0,0.0,,,1.6,0.018,,,,,6.0,5.0,0.004,,,,,,17.0,,,,,,,,4.0,,,,,,,,38.0,,
vékonybél (sertés),"húsok, belsőségek",sertés,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mogyorókrémmel töltött bonbon,édesítők,"cukorka, csokoládé",10.0,14.0,38.0,0.0,,,,,,,,,14.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,,
cigánymeggy,gyümölcsök,csonthéjas gyümölcs,1.0,0.24,12.18,86.13,0.015,0.009,0.003,0.016,0.044,0.0060999999999999995,0.0004,0.01,0.068,0.09,0.00032,0.0001,0.000104,0.000112,,1.6,8.49,2.9999999999999997e-05,4e-05,0.00014299999999999998,8.0,7.000000000000001e-05,,,0.082,770.0,85.0,2.1,64.0,,,,,,
teriyaki szósz,ízesítők,fűszeres szósz,5.93,0.0,15.56,67.69,0.154,0.061,3.833,0.025,0.1,0.0195,0.00127,,,,0.0017,0.0001,0.0001,,1.1,0.1,14.1,2.9999999999999997e-05,7.000000000000001e-05,0.0002,8.0,,,,,,,,,,,,,,
túródesszert,tejtermékek,egyéb tejtermék,6.0,14.0,41.0,0.0,,,,,,,,,14.0,,,,,,,,39.0,,,,,,,,,,,,,,,,,,
gabonakávé,italok,kávé,6.01,2.184,78.42,7.99,0.58,0.244,0.083,0.058,0.747,0.0134,0.017664000000000003,,0.603,1.225,0.0046,0.00051,0.000208,0.0011,64.1,23.3,4.63,0.00041299999999999996,9.5e-05,0.00141,52.0,0.00098,,,0.356,5.0,194.0,1.6,,,,,,,
komló,"gyógynövények, virágok",termés,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paradicsomos babkonzerv,zöldségek,zöldségkonzervek,4.75,0.287,21.14,72.0,0.074,0.027,0.343,0.034,0.084,0.0315,0.000428,,0.071,0.121,0.0011899999999999999,0.00228,0.000145,0.00010899999999999999,5.0,4.1,7.96,9.6e-05,3.9e-05,0.000216,12.0,0.00015,,,0.095,65.0,16.0,0.8,5.0,511.0,,,,,
sütőmargarin,zsiradékok,növényi eredetű zsiradék,0.16,78.368,0.7,16.52,0.005,0.003,0.002,0.003,0.009,0.0124,2.3e-05,0.0002,15.189,24.302,5.9999999999999995e-05,,,,,,,1e-05,3.7e-05,,1.0,0.009,,0.1,38.877,610.0,,93.0,819.0,,,,,768.0,
csirkebőr,"húsok, belsőségek",csirkehús,13.33,109029.43,0.0,54.22,0.1,0.013,0.063,0.011,0.09,,0.003987,,9.08,6.81,0.00108,0.00093,4.1e-05,1.9e-05,12.3,,,3.3e-05,6.900000000000001e-05,0.0006919999999999999,3.0,,24.0,0.23,13.54,6.0,,2.9,76.0,,,,109.0,76.0,
rizsdara,gabonaipari termékek,dara,6.5,0.439,79.15,13.29,0.095,0.023,0.001,0.003,0.171,,0.004113,,0.14,0.138,0.00423,0.0011,0.00020999999999999998,0.001037,15.1,2.8,,0.000565,4.8e-05,0.001287,231.0,,,,0.161,,,,,,,,,,225.0
tökmagkrém,magvak,egyéb magvak,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbonara alap,ízesítők,"alapporok, mártásalapok, leveskockák",14.0,9.0,47.0,0.0,,,8.8,,,,,,9.0,,,,,,,2.0,18.0,,,,,,,,,,,,,,,,,,
áfonyalevél,ízesítők,szárított fűszer,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kankalin,"gyógynövények, virágok",kerti virág,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tatárbifsztek,"felvágottak, húskrémek",egyéb húskészítmény,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gombásmártás-alap,ízesítők,"alapporok, mártásalapok, leveskockák",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rántott sajt,tejtermékek,sajtok,14.0,7.0,25.0,0.0,,,2.0,,,,,,7.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
tortelloni,tészták,töltött tészta,13.5,42006.127,47.0,30.5,0.212,0.021,0.406,0.152,0.043,0.0054,0.002696,,3.6,0.461,0.0015,0.00102,8e-05,,23.9,1.9,0.95,0.000313,0.00031,,74.0,0.00016,,0.16,2.066,11.0,32.0,1.3,38.0,,,1.0,42.0,37.0,62.0
zöldséges golyó,zöldségek,egyéb zöldségkészítmény,14.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
százszorszép,"gyógynövények, virágok",gyógynövény,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marhafaggyú,"húsok, belsőségek",marha,1.5,68086.99,0.0,4.0,0.015,0.001,0.007,0.002,0.03,0.0056,0.000259,,52.3,3.17,0.00017,0.00022,7e-06,1e-06,0.2,,,7e-06,1.3e-05,5.8e-05,1.0,0.0015,,0.27,31.52,,,3.6,,,,,68.0,,
