Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,fehérje,telített zsírsav,többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,rost,cukor,víz,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
limoncello,italok,alkoholos ital,0.006,0.003,0.008,0.001,,0.0008,0.00014399999999999998,,0.1,0.106,0.105,5.9999999999999995e-05,2.9999999999999997e-05,4e-05,1.4e-05,4.0000000000000003e-07,,38.3,31.0,4e-06,1.2e-05,,,,,,0.022,,,,,,,,,,
fehér csokoládé,édesítők,"cukorka, csokoládé",0.176,0.012,0.09,0.199,0.056,0.0295,0.000745,0.0005,5.87,19.412,1.013,0.00023999999999999998,0.00074,5.9999999999999995e-05,8e-06,4.5e-06,0.2,59.0,1.3,6.3e-05,0.00028199999999999997,0.000608,7e-06,0.0009599999999999999,,5.6e-07,9.097,,,9.1e-06,9e-06,,,,21.0,9e-06,
fromage frais,tejtermékek,sajtok,0.385,0.024,0.751,0.566,0.076,0.0125,2.7e-05,,18.09,12.94,1.106,0.0002,0.0025800000000000003,3.3e-05,1.4e-05,1.93e-05,,2.32,51.42,4.2000000000000004e-05,0.00017299999999999998,0.000358,7e-06,0.00037,0.00011,1.68e-06,5.966,4.1e-05,3e-06,1e-06,0.000224,,,2e-06,69.0,0.000221,
gersli,gabonaipari termékek,gabona,0.221,0.079,0.009,0.029,0.26,0.0378,0.0046040000000000005,,9.91,0.244,0.56,0.0025,0.00213,0.00041999999999999996,0.001322,3.77e-05,15.6,0.8,10.09,0.000191,0.000114,0.00028199999999999997,2.3e-05,2e-05,,,0.149,1.3e-05,0.00016,2.2e-06,1e-06,,,,,,
surimi,halak,halkészítmények,0.282,0.043,0.143,0.009,0.03,,0.00022,,15.18,0.191,0.443,0.00026000000000000003,0.00033,3.2e-05,1.1e-05,2.8100000000000002e-05,,,76.34,2e-05,2.1000000000000002e-05,7.000000000000001e-05,2e-06,0.00063,,1.6000000000000001e-06,0.149,,,1.0000000000000001e-07,2e-05,,,,30.0,2e-05,
krémsajt,tejtermékek,sajtok,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kecskehús,"húsok, belsőségek",kecske,0.18,,0.082,0.013,,,0.00375,,20.6,0.71,0.17,0.00283,0.004,0.000256,3.8e-05,8.8e-06,,,75.84,0.00011,0.00049,,5e-06,,,1.13e-06,1.03,,,,,,,,57.0,,
mandarin,gyümölcsök,déli gyümölcs,0.02,0.012,0.002,0.037,0.078,0.010199999999999999,0.000376,0.026699999999999998,0.81,0.039,0.065,0.00015,7.000000000000001e-05,4.2000000000000004e-05,3.9e-05,1.0000000000000001e-07,1.8,10.58,85.17,5.8e-05,3.5999999999999994e-05,0.000216,1.6e-05,0.0002,,,0.06,0.000155,0.000138,,3.4e-05,,0.000101,0.000407,,,
zellerlevél,zöldségek,levélzöldség,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gluténmentes lisztkeverék,gabonaipari termékek,lisztek,,,0.4,,,,,,3.0,,,,,,,,6.0,4.0,,,,,,,,,,,,,,,,,,,
éticsiga,"húsok, belsőségek",egyéb hús,0.272,0.25,0.07,0.01,0.13,0.065,0.0014,,16.1,0.361,0.252,0.0035,0.001,0.0004,,2.74e-05,,,79.2,1e-05,0.00011999999999999999,,6e-06,0.005,,5e-07,0.259,,,1.0000000000000001e-07,3e-05,,,,50.0,3e-05,
chayote,zöldségek,"tök, spárga",0.018,0.012,0.002,0.017,0.076,0.0092,0.00047,0.0077,0.82,0.028,0.057,0.00034,0.00074,0.000123,0.000189,2.0000000000000002e-07,1.7,1.66,94.24,2.5e-05,2.9e-05,0.000249,9.3e-05,0.00011999999999999999,,,0.01,,,4.1e-06,,,,,,,
istengyalulta tök,zöldségek,"tök, spárga",0.012,0.012,0.017,0.023,0.101,0.008199999999999999,0.00095,0.0021000000000000003,0.64,0.117,0.239,0.00031,0.00019,3.7e-05,0.000125,3e-07,1.5,2.76,91.6,3.7e-05,1.7999999999999997e-05,0.00035999999999999997,1.2e-05,0.00013000000000000002,,,0.042,6.4e-05,,9.000000000000001e-07,6e-06,,1.6e-05,,,,
mincemeat,"lekvár, dzsem",dzsem,,,0.015,,,,,,1.0,2.0,,,,,,,2.0,57.0,,,,,,,,,,,,,,,,,,,
vaníliaaroma,ízesítők,aroma,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whiskey,italok,alkoholos ital,0.003,,,,,,5e-05,,0.0,,,2e-05,2e-05,1.4e-05,8e-06,,,0.1,63.9,8e-06,1e-06,,,,,,,,,,,,,,,,
ázsiai tészta,tészták,különleges tészta,0.098,0.019,0.866,,0.043,0.009,0.004717,,10.88,6.738,3.571,0.00643,0.0008100000000000001,0.000124,0.0005769999999999999,2.85e-05,6.7,,1.58,0.0005669999999999999,0.000397,,0.000125,0.00083,,,8.929,,1.4e-05,5.3e-06,,,,,,,9e-05
almaecet,ízesítők,ecetfélék,0.008,0.005,0.005,0.007,,,,,0.0,,,0.0002,4e-05,8e-06,0.000249,1.0000000000000001e-07,,0.4,93.81,,,,,,,,,,,,,,,,,,
újkrumpli,zöldségek,burgonyafélék,0.057,0.023,0.006,0.012,0.298,0.0121,0.0010609999999999999,0.0197,2.05,0.025,0.042,0.0008100000000000001,0.0003,0.00011,0.000153,4.0000000000000003e-07,2.1,0.82,79.25,8.1e-05,3.2e-05,0.00029499999999999996,1.5e-05,1e-05,,,0.002,1e-06,9e-06,2e-06,,,,,,,
csemegeuborka,zöldségek,savanyúságok,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vörösborecet,ízesítők,ecetfélék,0.008,0.004,0.008,0.006,,,,0.0005,0.04,,,0.00045,2.9999999999999997e-05,1e-05,4.6e-05,,,,94.47,,,,,,,,,,,,,,,,,,
növényi joghurt,növényi tejtermékek,egyéb,,,0.013,0.132,,,,0.0132,2.64,0.22,,,,,,,0.4,5.29,84.67,,,,,,5.3e-05,,,,,,,,,,,,
kókuszzsír,zsiradékok,növényi eredetű zsiradék,,,,0.001,,0.0003,,,0.0,82.475,1.702,5e-05,2e-05,,,,,,0.03,,,,,0.00011,,,6.332,,,6e-07,,,,,,,
pepperoni,zöldségek,paprikafélék,0.032,0.017,0.013,0.014,0.357,0.0074,0.001242,0.08270000000000001,1.66,0.048,0.243,0.00046,0.00025,9.4e-05,0.0001,3e-07,3.4,1.95,91.81,8.1e-05,5.4e-05,0.000265,2.9e-05,0.00069,,,0.027,0.000184,,9.5e-06,1.7e-05,,3.9e-05,,,,
kacsazsír,zsiradékok,állati eredetű zsiradékok,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hajdinaliszt,gabonaipari termékek,különleges liszt,0.337,0.251,0.011,0.041,0.582,0.054200000000000005,0.00615,,12.62,0.677,0.949,0.004059999999999999,0.00312,0.000515,0.0020299999999999997,5.7000000000000005e-06,10.0,2.6,11.15,0.000417,0.00019,0.00044,5.4e-05,0.00032,,,0.949,,0.00022,7e-06,,,,,,,
rosé,borok,rosé bor,,,,,,,,,0.07,,,,,,,,,,86.94,,,,,,,,,,,,,,,,,,
aszalt szilva,egyéb gyümölcsök,aszalt gyümölcs,0.069,0.041,0.002,0.043,0.205,0.0101,0.001882,0.0006,2.18,0.088,0.062,0.00093,0.00044,0.00028100000000000005,0.000299,3e-07,7.1,38.13,30.92,5.1e-05,0.000186,0.000422,4e-06,0.00043,,,0.053,0.000394,0.000148,5.95e-05,3.9e-05,,5.7e-05,9.3e-05,,,
aszalt sárgabarack,egyéb gyümölcsök,aszalt gyümölcs,0.071,0.032,0.01,0.055,0.143,0.013900000000000001,0.002589,0.001,3.39,0.017,0.074,0.00266,0.00039,0.00034300000000000004,0.000235,2.2e-06,7.3,53.44,30.89,1.4999999999999999e-05,7.4e-05,0.000516,1e-05,0.00433,,,0.074,0.002163,,3.1e-06,0.00018,,,,,,
ostyalap,édesítők,"cukorka, csokoládé",,,0.01,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tölcsér,gabonaipari termékek,egyéb,,,0.01,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barna sör,italok,alkoholos ital,0.014,0.006,0.004,0.004,0.046,0.0101,0.000513,,0.46,,,2e-05,1e-05,5e-06,8e-06,6e-07,,,91.96,5e-06,2.5e-05,4.1e-05,6e-06,,,2e-08,,,,,,,,,,,
roletti,édesítők,"cukorka, csokoládé",,,0.01,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kígyóuborka,zöldségek,egyéb zöldség,0.024,0.013,0.002,0.016,0.04,0.006,9.800000000000001e-05,0.0028,0.65,0.037,0.032,0.00028000000000000003,0.0002,4.1e-05,7.9e-05,3e-07,0.5,1.67,95.23,2.7e-05,3.3e-05,0.000259,7e-06,2.9999999999999997e-05,,,0.005,4.5e-05,2.3e-05,1.64e-05,5e-06,,1.1e-05,2.6e-05,,,
libamáj,"húsok, belsőségek",liba,0.261,0.024,0.14,0.043,0.76,,0.0065,0.0045,16.37,1.59,0.26,0.03053,0.00307,0.007522,,6.809999999999999e-05,,,71.78,0.0005620000000000001,0.000892,0.006184,0.000738,,,5.4e-05,0.81,,,,0.009309,,,,515.0,0.009309,
ánizs,ízesítők,szárított fűszer,0.44,0.17,0.016,0.646,0.65,,0.0030600000000000002,0.021,17.6,0.586,3.15,0.03696,0.0053,0.00091,0.0023,5e-06,14.6,,9.54,0.00034,0.00029,0.0007970000000000001,1e-05,,,,9.78,,,,1.6e-05,,,,,,
sertésmáj,"húsok, belsőségek",sertés,0.288,0.018,0.087,0.009,0.69,,0.015301,0.0253,21.39,1.17,0.87,0.0233,0.0057599999999999995,0.0006770000000000001,0.00034399999999999996,5.27e-05,,,71.06,0.000283,0.003005,0.0066500000000000005,0.000212,,,2.6e-05,0.52,,,,0.006502,,,,301.0,0.006502,
csillagánizs,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lasagne tészta,tészták,olasz tészta,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,13.04,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,6.32e-05,3.2,2.67,9.9,0.000891,0.0004,0.000431,0.000237,0.00011,,,0.171,,1.8e-05,1.0000000000000001e-07,,,,,,,0.000219
apró uborka,zöldségek,egyéb zöldség,0.024,0.013,0.002,0.016,0.04,0.006,9.800000000000001e-05,0.0028,0.65,0.037,0.032,0.00028000000000000003,0.0002,4.1e-05,7.9e-05,3e-07,0.5,1.67,95.23,2.7e-05,3.3e-05,0.000259,7e-06,2.9999999999999997e-05,,,0.005,4.5e-05,2.3e-05,1.64e-05,5e-06,,1.1e-05,2.6e-05,,,
sűrített paradicsom,zöldségek,zöldségkonzervek,0.083,0.042,0.059,0.036,0.216,0.0385,0.003076,0.0219,4.32,0.1,0.16,0.00298,0.00063,0.000365,0.00030199999999999997,5.3e-06,4.1,12.18,73.5,5.9999999999999995e-05,0.000153,0.00014199999999999998,1.2e-05,0.0043,,,0.067,0.000901,,1.1400000000000001e-05,7.6e-05,0.028764,2.9e-05,,,,
paradicsomlé,italok,üdítőital,0.019,0.011,0.01,0.01,0.07,0.0068,0.0006730000000000001,0.0701,0.85,0.019,0.027,0.00039,0.00011,4.2000000000000004e-05,6.8e-05,5e-07,0.4,2.58,94.24,0.0001,7.8e-05,,2e-05,0.00032,,,0.005,0.00027,6e-05,2.3e-06,2.3e-05,0.009037,,,,,
konzerv paradicsom,zöldségek,zöldségkonzervek,0.017,0.01,0.01,0.033,0.111,0.007,0.000712,0.0126,0.79,0.034,0.101,0.00057,0.00011999999999999999,5.2e-05,6.8e-05,7e-07,1.9,2.55,94.75,0.000575,5.5e-05,0.00011700000000000001,8e-06,0.0005899999999999999,,,0.04,0.000265,8.5e-05,2.8999999999999998e-06,2.2e-05,0.002745,,,,,
almalé,italok,üdítőital,0.007,0.005,0.004,0.008,0.018,0.0018,7.3e-05,0.0009,0.1,0.022,0.039,0.00011999999999999999,2e-05,1.2e-05,7.4e-05,1.0000000000000001e-07,0.2,9.62,88.24,2.1000000000000002e-05,1.7e-05,4.9000000000000005e-05,,1e-05,,,0.006,,1.6e-05,,,,,,,,
ananászkonzerv,egyéb gyümölcsök,gyümölcskonzerv,0.007,0.015,0.001,0.016,0.075,0.0055,0.00028399999999999996,0.0094,0.51,0.008,0.04,0.00028000000000000003,0.0001,0.000107,,4.0000000000000003e-07,1.3,14.26,83.51,0.000102,2.1000000000000002e-05,,5e-06,2e-05,,,0.014,3e-05,,7e-07,3e-06,,,,,,
sertésháj,"húsok, belsőségek",sertés,0.038,0.002,0.011,0.002,0.04,0.0154,0.000985,0.0001,2.92,32.21,10.35,0.00017999999999999998,0.00037,1.7999999999999997e-05,2e-06,8e-06,,,7.69,8.400000000000001e-05,5.1e-05,0.000115,1e-06,,0.000122,1.8e-07,41.95,,,,5e-06,,,,57.0,5e-06,
citromlé,italok,friss gyümölcs leve,0.008,0.006,0.001,0.006,0.046,0.0050999999999999995,9.1e-05,0.038700000000000005,0.35,0.04,0.021,8e-05,5e-05,1.6e-05,1.2e-05,1.0000000000000001e-07,0.3,2.52,92.31,2.4e-05,1.4999999999999999e-05,0.000131,2e-05,0.00015,,,0.006,1e-06,1.5e-05,,,,,4e-06,,,
csípős fűszerpaprika,ízesítők,szárított fűszer,0.314,0.178,0.068,0.229,2.141,0.0515,0.010060000000000001,0.0009,14.14,2.14,7.766,0.02114,0.00433,0.000713,0.00159,6.3e-06,34.9,10.34,11.24,0.00033,0.00123,0.0025099999999999996,4.9e-05,0.0291,,,1.695,0.026162,0.018944,8.03e-05,0.002463,,0.000595,0.006186,,,
csirke alaplé,ízesítők,alaplevek,,,0.32,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cukrozatlan kakaópor,magvak,egyéb magvak,0.734,0.499,0.021,0.128,0.118,0.012,0.002185,,19.6,8.07,0.44,0.013859999999999999,0.006809999999999999,0.0037879999999999997,0.003837,1.43e-05,37.0,1.75,3.0,7.8e-05,0.000241,0.000254,3.2e-05,0.0001,,,4.57,,3.8e-05,2.5e-06,,,,,,,
csípős kolbász,"felvágottak, húskrémek","kolbász, szalámi",,,1.7,,,,,,22.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
barackbefőtt,gyümölcsök,befőtt,0.011,0.005,0.005,0.003,0.019,0.0040999999999999995,0.000593,0.0024,0.45,0.003,0.015,0.00035999999999999997,8.999999999999999e-05,5.2e-05,4.6e-05,3e-07,1.3,13.25,84.72,8.999999999999999e-06,2.5e-05,5e-05,3e-06,0.00049,,,0.012,0.000176,6.1e-05,1.7e-06,1.8e-05,,1e-06,7.3e-05,,,
befőzőcukor,édesítők,cukrok,,,0.001,0.001,,,,,0.0,,,5e-05,1e-05,7e-06,4e-06,6e-07,,99.8,0.02,,1.9e-05,,,,,,,,,,,,,,,,
citromhéj,egyéb gyümölcsök,"gyümölcshéj, -levél",0.012,0.015,0.006,0.134,0.172,0.0085,0.0004,0.129,1.5,0.039,0.089,0.0008,0.00025,9.2e-05,,7e-07,10.6,4.17,81.6,5.9999999999999995e-05,8e-05,0.000319,1.3e-05,0.00025,,,0.011,7e-06,1.8e-05,,3e-06,,1e-06,4.5e-05,,,
aludttej,tejtermékek,"kefír, joghurt",0.095,0.012,0.046,0.121,0.032,0.0152,7.5e-05,0.0005,3.47,2.096,0.092,5e-05,0.0005899999999999999,8.999999999999999e-06,4e-06,2.2e-06,,4.66,87.9,2.9e-05,0.00014199999999999998,0.000389,7e-06,5.9999999999999995e-05,2e-06,3.7e-07,0.893,5e-06,,2.0000000000000002e-07,2.7e-05,,,,13.0,2.7e-05,
báránygerinc,"húsok, belsőségek",bárány,0.143,0.019,0.058,0.014,0.12,,0.006059999999999999,,15.32,13.43,2.42,0.0014299999999999998,0.00287,9.2e-05,1.7e-05,1.77e-05,,,53.68,0.0001,0.00019,0.00062,1.5e-05,,,2.1400000000000003e-06,12.6,,,,,,,,74.0,,
darált marhahús,"húsok, belsőségek",marha,0.211,0.024,0.062,0.005,0.721,0.0874,0.00638,,21.59,2.0,0.309,0.0025299999999999997,0.00394,0.000134,1.9e-05,3.23e-05,,,72.19,7.3e-05,0.000204,0.00069,6e-06,8e-05,,4.34e-06,2.503,,,,,,,,61.0,,
darált pulykahús,"húsok, belsőségek",pulyka,0.19,0.027,0.118,0.011,0.652,0.060200000000000004,0.0081,,22.64,0.459,0.411,0.00086,0.00184,7.9e-05,1.2e-05,2.26e-05,,0.07,75.37,5e-05,0.000192,0.000844,7e-06,8.999999999999999e-05,8e-06,1.24e-06,0.477,,,,9e-06,,,,67.0,9e-06,
borjúcomb,"húsok, belsőségek",borjú,0.22,0.026,0.063,0.005,0.46,0.0895,0.00942,,20.98,1.18,0.24,0.00079,0.0023,0.000108,2.9e-05,9e-06,,,74.8,8e-05,0.00027,0.00107,1.4e-05,0.0003,,1.04e-06,1.12,,,3.9e-06,,,,,78.0,,
chiliszósz,ízesítők,fűszeres szósz,0.016,0.012,0.025,0.009,0.14,0.0060999999999999995,0.0006,0.03,0.9,0.08,0.074,0.0005,0.00015,8.7e-05,,2.0000000000000002e-07,0.7,2.55,94.1,1e-05,8.999999999999999e-05,,1.1e-05,0.00035999999999999997,,,0.411,0.000257,0.000341,6.7e-06,2.3e-05,,1.7e-05,1.9e-05,,,
borjúlábszár,"húsok, belsőségek",borjú,0.191,0.021,0.084,0.02,0.437,,0.007458,,19.15,1.06,0.363,0.00076,0.0039900000000000005,7.4e-05,8.999999999999999e-06,7.9e-06,,,76.92,7.9e-05,0.000268,0.0012909999999999998,1.5e-05,,,1.3600000000000001e-06,1.257,,,,,,,,75.0,,
borjúkaraj,"húsok, belsőségek",borjú,0.184,0.022,0.089,0.013,0.42,,0.006679999999999999,,18.86,3.71,0.63,0.00086,0.0032400000000000003,0.000102,2.7e-05,8.2e-06,,,71.15,7.000000000000001e-05,0.00023,0.00113,1.2e-05,0.00020999999999999998,,1.29e-06,3.43,,,,,,,,82.0,,
csirkemell (csontos),"húsok, belsőségek",csirkehús,0.147,0.02,0.07,0.011,0.35,0.0597,0.006801,0.0016,18.6,4.31,3.23,0.0009,0.00131,4.8e-05,1.9e-05,1.4400000000000001e-05,,,65.99,5.9999999999999995e-05,0.00011999999999999999,0.00091,6e-06,0.0003,1e-05,3.1e-07,6.24,,,1.5e-06,4.1e-05,,,,75.0,4.1e-05,
csirkecomb,"húsok, belsőségek",csirkehús,0.155,0.019,0.084,0.009,0.318,0.0416,0.004732999999999999,0.0002,16.37,4.366,3.352,0.00069,0.00147,5.4e-05,1.6e-05,1.8e-05,,,67.3,7.3e-05,0.00014099999999999998,0.000994,4e-06,0.00022,2e-06,5.6e-07,6.619,,9.1e-05,2.3e-06,2.8e-05,,,,93.0,2.8e-05,
datolyaszilva,gyümölcsök,egzotikus gyümölcs,0.017,0.009,0.001,0.008,0.1,0.0076,0.0001,0.0075,0.58,0.02,0.043,0.00015,0.00011,0.00011300000000000001,0.00035499999999999996,6e-07,3.6,12.53,80.32,2.9999999999999997e-05,2e-05,,8e-06,0.00073,,,0.037,0.000253,0.000834,2.6e-06,8.1e-05,0.000159,,0.001447,,,
dijoni mustár,ízesítők,fűszerkrém,0.108,0.048,1.104,0.063,0.07,0.0224,0.000565,0.0003,3.74,0.214,0.774,0.00161,0.00064,7.4e-05,0.000422,3.35e-05,4.0,0.92,83.72,0.000177,7.000000000000001e-05,0.000254,7e-06,0.00035999999999999997,,,2.182,5.1e-05,0.000113,1.4e-06,5e-06,,1e-06,2.7e-05,,,
spagetti tészta,tészták,olasz tészta,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,13.04,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,6.32e-05,3.2,2.67,9.9,0.000891,0.0004,0.000431,0.000237,0.00011,,,0.171,,1.8e-05,1.0000000000000001e-07,,,,,,,0.000219
sertéscomb,"húsok, belsőségek",sertés,0.216,0.02,0.073,0.012,0.506,0.0696,0.005623,,20.27,3.526,2.156,0.00062,0.0017,7.9e-05,8.999999999999999e-06,1.9699999999999998e-05,,,68.64,0.000498,0.000309,0.00063,,0.0002,1.8e-05,4.0000000000000003e-07,4.445,,,,5e-06,,,,63.0,5e-06,
tejcsokoládé,édesítők,"cukorka, csokoládé",0.208,0.063,0.079,0.189,0.036,0.0461,0.000386,,7.65,18.509,1.376,0.00235,0.0023,0.000491,0.00047099999999999996,4.5e-06,3.4,51.5,1.5,0.000112,0.000298,0.000472,1.2e-05,0.00051,,7.5e-07,7.186,,6e-06,5.7000000000000005e-06,5.9e-05,,,,23.0,5.9e-05,
fehér bors,ízesítők,szárított fűszer,0.176,0.09,0.005,0.265,0.1,,0.000212,0.021,10.4,0.626,0.616,0.01431,0.00113,0.00091,0.0043,3.1e-06,26.2,,11.42,2.2e-05,0.000126,,1e-05,,,,0.789,,,,,,,,,,
csirkeszárny,"húsok, belsőségek",csirkehús,0.123,0.016,0.084,0.011,0.528,0.082,0.005697,,17.52,3.535,2.498,0.00046,0.00121,3.4e-05,1.1e-05,1.76e-05,,,69.19,5.4e-05,0.000103,0.00064,7e-06,0.00064,5e-06,2.5e-07,5.422,,,,9e-06,,,,111.0,9e-06,
erdei gyümölcs mix,egyéb gyümölcsök,egyéb gyümölcskészítmény,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csirke alsócomb,"húsok, belsőségek",csirkehús,0.163,0.018,0.106,0.008,0.345,0.0528,0.004841,,18.08,2.459,1.965,0.0007099999999999999,0.00186,6.2e-05,1.4e-05,2.02e-05,,,72.46,8.3e-05,0.000195,0.001034,3e-06,0.00019,2e-06,5.3e-07,3.719,,0.000102,2.5e-06,1.4e-05,,,,92.0,1.4e-05,
grana padano,tejtermékek,sajtok,0.694,0.044,1.175,1.184,0.091,0.0154,0.00027100000000000003,,35.75,14.85,0.569,0.00082,0.00275,3.2e-05,2e-05,2.25e-05,,0.11,30.0,3.9e-05,0.000332,0.000453,7e-06,0.00022,1.9e-05,1.2e-06,7.515,6.6e-05,,1.7e-06,0.000207,,,,68.0,0.000201,
csirkemellsonka,"felvágottak, húskrémek",sonkák,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feketekávé,italok,kávé,0.007,0.08,0.014,0.002,0.002,0.0026,0.005207,0.0002,0.12,0.092,0.092,0.00013000000000000002,5e-05,5e-05,5e-05,,,,97.8,1e-06,0.000177,2.8e-05,1e-06,1e-05,,,,,,1.0000000000000001e-07,,,,,,,
csirke felsőcomb,"húsok, belsőségek",csirkehús,0.157,0.018,0.081,0.007,0.347,0.045700000000000005,0.004625,,16.52,4.524,3.467,0.00068,0.0012900000000000001,5.4e-05,1.3e-05,1.89e-05,,,66.47,7.3e-05,0.000145,0.00019,3e-06,0.00020999999999999998,3e-06,6.2e-07,6.94,,0.000108,2.1000000000000002e-06,2.3e-05,,,,98.0,2.3e-05,
feketekagyló,tenger gyümölcsei,tenger gyümölcsei,0.197,0.034,0.286,0.026,0.05,0.065,0.0016,0.008,11.9,0.425,0.606,0.00395,0.0016,9.4e-05,0.0034,4.48e-05,,,80.58,0.00016,0.00020999999999999998,0.0005,4.2e-05,0.00055,,1.2e-05,0.507,,,1.0000000000000001e-07,4.8e-05,,,,28.0,4.8e-05,
csirkenyak,"húsok, belsőségek",csirkehús,0.113,0.017,0.081,0.027,0.29,,0.004118999999999999,,17.55,2.25,2.18,0.00206,0.00268,0.00010899999999999999,3.5000000000000004e-05,1.35e-05,,,71.17,5.4e-05,0.000228,0.00109,8e-06,,,3.2e-07,2.73,,,,4.4e-05,,,,83.0,4.4e-05,
penne,tészták,olasz tészta,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,13.04,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,6.32e-05,3.2,2.67,9.9,0.000891,0.0004,0.000431,0.000237,0.00011,,,0.171,,1.8e-05,1.0000000000000001e-07,,,,,,,0.000219
rahát,édesítők,"cukorka, csokoládé",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
csirkeszív,"húsok, belsőségek",csirkehús,0.177,0.015,0.074,0.012,0.36,,0.004883,0.0032,15.55,2.66,2.71,0.00596,0.0065899999999999995,0.00034599999999999995,8.9e-05,4.2999999999999995e-06,,,73.56,0.000152,0.000728,0.002559,7.2e-05,,,7.29e-06,2.37,,,,9e-06,,,,136.0,9e-06,
habtejszín,tejtermékek,"tejszín, tejföl",0.061,0.007,0.034,0.069,0.028,0.016800000000000002,4.2000000000000004e-05,0.0006,2.17,19.337,0.884,2.9999999999999997e-05,0.00025,7e-06,1e-06,5e-07,,2.96,63.5,2.4e-05,0.000125,0.000259,4e-06,0.00088,2.3e-05,2.0000000000000002e-07,9.093,6e-05,,2.7e-06,0.000279,,,,111.0,0.000274,
fehérbab,zöldségek,hüvelyesek,0.301,0.19,0.016,0.24,0.318,0.06620000000000001,0.000479,,23.36,0.219,0.364,0.01044,0.00367,0.000984,0.001796,1.2800000000000001e-05,15.2,2.11,11.32,0.000437,0.000146,0.000732,0.000388,0.00020999999999999998,,,0.074,,,5.6e-06,,,,,,,
sertésdagadó,"húsok, belsőségek",sertés,,,0.039,,,,,,11.0,17.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,
makaróni,tészták,olasz tészta,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fekete olajbogyó,egyéb gyümölcsök,egyéb gyümölcskészítmény,0.003,0.004,0.735,0.088,0.009,0.0103,3.7e-05,0.0009,0.84,2.279,0.629,0.00628,0.00022,0.000251,2e-05,9.000000000000001e-07,1.6,,79.99,3e-06,,1.4999999999999999e-05,,0.00165,,,7.652,0.000198,0.00051,1.4e-06,1.7e-05,,,,,,
görög joghurt,tejtermékek,"kefír, joghurt",,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friss élesztő,ízesítők,adalékanyag,0.336,0.04,0.03,0.019,0.43,0.032,0.0123,0.0001,8.4,0.243,0.004,0.00325,0.009970000000000001,0.000148,0.0002,8.1e-06,8.1,,69.0,0.00188,0.00113,0.004900000000000001,0.000785,,,1e-08,1.047,,,,,,,,,,
főzőtejszín,tejtermékek,"tejszín, tejföl",0.095,0.01,0.061,0.107,0.05,0.018699999999999998,0.00010899999999999999,0.0009,3.13,7.032,0.554,5e-05,0.00039,8.999999999999999e-06,5e-06,3.2000000000000003e-06,,4.13,80.57,2.9999999999999997e-05,0.000194,0.000539,3e-06,0.00025,2e-06,1.9e-07,3.32,2.2e-05,,1.3e-06,9.7e-05,,,,35.0,9.5e-05,
instant élesztő,ízesítők,adalékanyag,0.637,0.054,0.051,0.03,1.5,0.032,0.0402,0.0003,40.44,1.001,0.017,0.00217,0.007940000000000001,0.00043599999999999997,0.000312,7.9e-06,26.9,,5.08,0.01099,0.004,0.0135,0.00234,,,7e-08,4.309,,,4.0000000000000003e-07,,,,,,,
